1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,Department,Latitude,Longitude,Monument,Priority,Region,id,name
,,,,,,,,20.0,,32.0,14.0,,,,,,,,,Oise,49.380,2.1916,Notre-Dame-de-l'Assomption,3,Beauvaisis,Synopsis.php?id=MONTR-T,Montreuil-sur-Therain 
,,,,,,,,,,,,,,12.0,15.0,,,,,Oise,49.101,3.0439,La Nativité,3,Soissonais,Synopsis.php?id=VARINFRO,Varinfroy 
,,,,,,,,,,,,,,,,,,,,Aisne,49.528,3.3808,Saints-Pierre-et-Paul,4,Laonnois,Synopsis.php?id=BASSOLES,Bassoles-Aulers 
,,,,,,,,,,,,,,,58.0,,,,,Val-d'Oise,49.177,1.6780,Saint-Denis,3,Beauvaisis,Synopsis.php?id=MONTR-E,Montreuil-sur-Epte 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.458,2.5381,Saint-Étienne,4,Gâtinais,Synopsis.php?id=CELY,Cely 
,,,,,,,,,,,,,,,,,,,,Oise,49.171,3.1026,Clos du Reveil,4,Soissonais,Synopsis.php?id=MAROLL-P,Marolles-Preciamont 
,,,,,,,,,,,,,,,,,,,,Aisne,49.395,3.4360,Saint-Georges,4,Soissonais,Synopsis.php?id=CHIVRE-V,Chivres-Val 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,49.423,1.7182,Saint-Pierre,4,Beauvaisis,Synopsis.php?id=NEUF-M,Neuf-Marche 
,,,,,,,,,,,,,,,,,,,,Aisne,49.633,3.8420,Saint-Pierre,4,Laonnois,Synopsis.php?id=CHIVRE-L,Chivres-en-Laonnais 
,50.0,,,50.0,45.0,20.0,,,,,,15.0,20.0,,,,,,,Val-de-Marne,48.732,2.5508,Saint-Julien-de-Brioude,2,Parisis,Synopsis.php?id=MAROLL-B,Marolles-en-Brie 
,,,,,,30.0,,,100.0,,,,,27.0,,,,,,Seine-et-Marne,48.152,2.8352,Saint-Martin,2,Gâtinais,Synopsis.php?id=BRANSLES,Bransles 
,,,,,,,46.0,56.0,,,,,17.0,,,12.0,,5.0,,Oise,49.258,2.8217,Saint-Laurent,3,Senlisis,Synopsis.php?id=ROCQUEMO,Rocquemont 
,,33.0,,,,53.0,55.0,,,,,,,,,,,,,Marne,49.225,3.9096,Saint-Remi,3,Reimois,Synopsis.php?id=COULOM-M,Coulommes-la-Montagne 
,,,,,,,,25.0,30.0,37.0,,,,,,,,,,Aisne,49.375,3.2774,Saint-Léger,2,Soissonais,Synopsis.php?id=MERCIN-V,Mercin-et-Vaux 
,,,,,,,,,26.0,,,,,,52.0,,,,,Val-de-Marne,48.727,2.4484,Saint-Georges,3,Parisis,Synopsis.php?id=VLNV-G,Villeneuve-Saint-Georges 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.861,3.3413,Saint-Remi,4,Brie,Synopsis.php?id=VLNV-B,Villeneuve-sur-Bellot 
,,,,,,,,,,,,,,,,,,,,Aisne,49.397,3.4678,Saint-Ouen,2,Soissonais,Synopsis.php?id=CONDE-O,Conde-sur-Aisne 
,,,,,,,,,,,,,,,,,,,,Marne,49.043,4.1791,Saint-Remi,4,Châlonais,Synopsis.php?id=CONDE-M,Conde-sur-Marne 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.872,1.9723,Sainte-Geneviève,4,Meulanois,Synopsis.php?id=FEUCHERO,Feucherolles 
,,,,,,,,,,,,,,,,,,,,Marne,49.356,4.2003,Saint-Denis,4,Reimois,Synopsis.php?id=ISLES-S,Isles-sur-Suippe 
,,,,,,,,,,,,,,,,,,,,Val-d'Oise,49.173,2.0557,Notre-Dame-de-l'Assomption,4,Vexin,Synopsis.php?id=HARAVILL,Haravilliers 
,,,,,,,,,,48.0,,,,,,,,,,Aisne,49.397,3.4699,Saints-Pierre-et-Paul,3,Soissonais,Synopsis.php?id=CONDE-P,Conde-sur-Aisne 
,,,,,,,,,,,,,,,,,,,,Essonne,48.569,2.0348,Saint-Cyr,4,Perche,Synopsis.php?id=S-CYR-DR,Saint-Cyr-sous-Dourdan 
,,,,,,,,,,,,,,,,,,,,Marne,49.029,4.3182,Sainte-Madeleine,2,Châlonais,Synopsis.php?id=VEUVE,"Veuve, La "
,,,,,,,,,,,,,,,,,,,,Essonne,48.464,2.4312,Saint-Léonard,4,Gâtinais,Synopsis.php?id=VIDELLES,Videlles 
,,,,,,,,,,,,,,,,,,,,Marne,49.330,3.7692,Saints-Timothée-et-Apolinaire,4,Soissonais,Synopsis.php?id=ROMAIN,Romain 
,,,,,,,40.0,15.0,,,,34.0,,,,,18.0,,,Aisne,49.407,3.4251,Saints-Rufin-et-Valère,3,Soissonais,Synopsis.php?id=VREGNY,Vregny 
,,,,,,76.0,16.0,20.0,,,,,,,,,,,,Oise,49.317,2.4486,Saint-Aubin,2,Therain,Synopsis.php?id=CAUFFRY,Cauffry 
,,,,,,,,,,,,,,10.0,73.0,,7.0,,,Oise,49.237,2.0773,La Nativité,3,Vexin,Synopsis.php?id=VLNV-S,Villeneuve-les-Sablons 
,,,,,,,,,,,,,,,,,,,,Aisne,49.403,3.3601,Saint-Maurice,4,Soissonais,Synopsis.php?id=CROUY,Crouy 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.742,3.3204,Saint-Médard,4,Brie,Synopsis.php?id=S-MARS-B,Saint-Mars-en-Brie 
,,55.0,,,,,,,,,,25.0,10.0,,,,,33.0,,Oise,49.284,2.8782,Saint-Médard,2,Senlisis,Synopsis.php?id=BETHANCO,Bethancourt-en-Valois 
,,,,,,,,,,,,,,,,,,,,Oise,49.540,2.7458,Saint-Louis,4,Noyonnais,Synopsis.php?id=RESSONS,Ressons-sur-Matz 
,,,,,,,,,,,,,,,,,,,,Marne,49.260,3.6809,Notre-Dame,4,Soissonais,Synopsis.php?id=MONT-C,Mont-sur-Courville 
,,,,,,,,,,,,,,,23.0,,21.0,,,Loiret,48.160,2.3354,Saint-Gault,3,Gâtinais,Synopsis.php?id=YEVRE-C,Yevre-le-Chatel 
,,,,,,,,,,,,,,,,,,,,Oise,49.349,2.2815,Saint-Félix,4,Therain,Synopsis.php?id=S-FELIX,Saint-Felix 
,,,,,,,,,,,,,,,,,80.0,,,Aisne,49.323,3.4453,Saint-Jean-de-Jerusalem,2,Soissonais,Synopsis.php?id=MONT-S,"Mont-de-Soissons, Le (Serches) "
,,,,,,,,,,,,,,,,,,,,Loiret,48.145,2.3278,Sainte-Brigide,4,Gâtinais,Synopsis.php?id=YEVRE-V,Yevre-la-Ville 
,,,,,,,,,,,,,,,,90.0,,,,Aisne,49.291,3.5529,Notre-Dame-de-l'Assomption,3,Soissonais,Synopsis.php?id=TANNIERE,Tannieres 
,,,,,,,,,,,,,10.0,,,,,,,Aisne,49.283,3.4170,Saint-Jean-Baptiste,3,Soissonais,Synopsis.php?id=MURET-C,Muret-et-Crouttes 
,,,,,,,,,,,,,,,,,,,,Oise,49.235,1.9121,Notre-Dame-de-l'Assomption,4,Vexin,Synopsis.php?id=LIANCOUR,Liancourt-Saint-Pierre 
,,,,,,,,,,,,36.0,70.0,28.0,,,,,,Yonne,48.287,3.2046,Notre-Dame-de-l'Assomption,3,Yonne,Synopsis.php?id=PONT-Y,Pont-sur-Yonne 
,,,,,66.0,,,,,,,,,,,,,,,Marne,48.858,4.4839,La Nativité,2,Châlonais,Synopsis.php?id=POGNY,Pogny 
,,,,,,,,,,,,,,,,,,,,Essonne,48.315,2.0873,Saint-Pierre-ès-Liens,4,Gâtinais,Synopsis.php?id=MEREVILL,Mereville 
,,,,,,,,,,,,,,,,,,,,Essonne,48.504,2.0213,Saint-Léonard,4,Perche,Synopsis.php?id=GRANGE-R,"Granges-le-Roi, Les "
,,,,,,100.0,,,,80.0,25.0,,,,,,,,,Aisne,49.252,3.4639,Saint-Martin,3,Soissonais,Synopsis.php?id=ARCY-R,Arcy-Sainte-Restitue 
,,,,,,,,,,,,22.0,,,,,,,,Aisne,49.243,3.1538,Saint-Leu,3,Soissonais,Synopsis.php?id=DAMPLEUX,Dampleux 
,,,,,,,,,,,,,,,,,,,,Marne,48.808,3.6912,Saint-Nicolas,4,Marne,Synopsis.php?id=VLNV-CH,Villeneuve-les-Charleville 
,,,,,,,,,,,,,,,,,,,,Yvelines,49.040,1.6893,Saint-Martin,4,Meulanois,Synopsis.php?id=S-MTN-GR,Saint-Martin-la-Garenne 
,,,,,,,,,,,,,,,,,,,,Essonne,48.500,2.1707,Saint-Jean-Baptiste,4,Parisis,Synopsis.php?id=CHAUFFOU,Chauffour-les-etrechy 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.920,1.7651,Saint-Denis,4,Meulanois,Synopsis.php?id=GOUSSONV,Goussonville 
,,,,,,,,,,,,,,,,,,,,Aisne,49.488,3.7444,Saint-Pierre-ès-Liens,4,Laonnois,Synopsis.php?id=VAURSEIN,Vaurseine 
,,,,,,,,,,,,,87.0,,48.0,43.0,,,,Aisne,49.515,3.6817,Saint-Nicolas,2,Laonnois,Synopsis.php?id=CHERET,Cheret 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.267,2.6968,Saint-Jean-Baptiste,4,Gâtinais,Synopsis.php?id=NEMOURS,Nemours 
,,,,,,,,,,56.0,,,,,104.0,108.0,14.0,,,Val-de-Marne,48.812,2.5120,Saint-Saturnin,2,Parisis,Synopsis.php?id=CHMPNY-M,Champigny-sur-Marne 
,,,,,,,,,,,,,,,,,,,,Marne,49.268,3.9741,Saint-Théodulphe,4,Reimois,Synopsis.php?id=CHMPNY-V,Champigny-sur-Vesle 
,,,,,,,,,,,,,,,,,66.0,,,Essonne,48.697,2.5030,Saint-Médard,3,Parisis,Synopsis.php?id=BRUNOY,Brunoy 
,,,,,,,,,,,,,,,,,,,,Val-d'Oise,49.077,2.3067,Notre-Dame-de-l'Assomption,4,Vexin,Synopsis.php?id=MAFFLIER,Maffliers 
,,,,,,,,,,,,,,,,51.0,,,,Aisne,49.146,3.5552,La Nativité,1,Soissonais,Synopsis.php?id=FRESNE-T,Fresnes-en-Tardenois 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.576,1.8788,Saint-Georges,4,Perche,Synopsis.php?id=SONCHAMP,Sonchamp 
,,,,,,14.0,28.0,,,,,,,45.0,,,,,,Oise,49.254,1.9838,Notre-Dame-de-l'Assomption,2,Vexin,Synopsis.php?id=FRESNE-L,Fresne-Leguillon 
,,,,,,,,,,,,,,,,,,,,Oise,49.197,2.8410,Saint-Martin,4,Senlisis,Synopsis.php?id=ORMOY-V,Ormoy-Villers 
,,,,,,,,,,,,,,,,,,,,Oise,49.164,2.8701,Farm,4,Senlisis,Synopsis.php?id=BSSY-F-G,Boissy-Fresnoy 
,,,,,,,,,49.0,,,,,,,,45.0,48.0,,Marne,49.370,3.8963,Saints-Cyr-et-Julitte,3,Outliers,Synopsis.php?id=CORMICY,Cormicy 
,,,,,,,25.0,,,,,,,,,,,,,Oise,49.164,2.8708,Saint-Étienne,3,Senlisis,Synopsis.php?id=BSSY-F-E,Boissy-Fresnoy 
,,,,35.0,30.0,35.0,30.0,,,,,16.0,,,22.0,,,,,Oise,49.275,2.3153,Saint-Denis,1,Therain,Synopsis.php?id=FOULANGU,Foulangues 
,,,,,,,,,220.0,220.0,120.0,180.0,200.0,200.0,200.0,170.0,200.0,,,Aisne,49.564,3.6250,Notre-Dame,1,Laonnois,Synopsis.php?id=LAON,Laon 
,,,,,,,,,,,,,,,,,,,,Aisne,49.621,3.5646,Saint-Remi,4,Laonnois,Synopsis.php?id=VIVAISE,Vivaise 
,,,,,,,,,,,,24.0,,16.0,,,,,,Aisne,49.213,3.4802,Notre-Dame-de-l'Assomption,3,Soissonais,Synopsis.php?id=SAPONAY,Saponay 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.833,2.0122,Saint-Germain-d'Auxerre,4,Parisis,Synopsis.php?id=VILLEPRE,Villepreux 
,,,,,,,32.0,,,,,37.0,88.0,,,60.0,50.0,35.0,,Hauts-de-Seine,48.796,2.3025,Saint-Hermeland,1,Parisis,Synopsis.php?id=BAGNEU-H,Bagneux 
,,,,,,,,,,,,,,,,,,,,Aisne,49.457,3.2797,Saint-Martin,4,Soissonais,Synopsis.php?id=BAGNEU-M,Bagneux 
,,,,,,,,,,,,,25.0,40.0,18.0,,,,,Seine-et-Marne,48.777,3.3362,Saint-Martin,2,Brie,Synopsis.php?id=S-MTN-CJ,Saint-Martin-des-Champs 
,,,,,,,,,,,,,,42.0,,,46.0,,,Aisne,49.031,3.5308,Saint-Georges,3,Marne,Synopsis.php?id=CONNIGIS,Connigis 
,,,,,,,,62.0,,,,,,,,,,,,Seine-et-Marne,48.684,3.2263,Saint-Loup-de-Sens,3,Brie,Synopsis.php?id=BOISDON,Boisdon 
,,,,,,,,,,,,,,,,,,,,Oise,49.315,2.6221,Saint-Lucien,4,Senlisis,Synopsis.php?id=SARRON,Sarron (Pont-Sainte-Maxence) 
,32.0,,,,,,,,,,,,,,,48.0,,,,Aisne,49.294,3.5794,Notre-Dame,1,Soissonais,Synopsis.php?id=MONT-ND,Mont-Notre-Dame 
,,,,,,,,,,,40.0,,54.0,,46.0,15.0,,,,Oise,49.258,2.8554,Saint-Pierre,2,Senlisis,Synopsis.php?id=SERY-MAG,Sery-Magneval 
,,,,,,,,,,,,,,,,,,,,Oise,49.416,2.8004,Saint-Martin,4,Noyonnais,Synopsis.php?id=VENETTE,Venette 
,,,,,,,146.0,,,62.0,78.0,,,,,,,,,Essonne,48.482,2.3473,Notre-Dame-de-l'Assomption,1,Parisis,Synopsis.php?id=FERTE-A,"Ferte-Alais, La "
,,,,,,,,,,,,,,,,,,,,Aisne,49.179,3.1249,Saint-Vaast,4,Soissonais,Synopsis.php?id=FERTE-M,"Ferte-Millon, La "
,,,,,,,,,24.0,34.0,,,,,42.0,11.0,,,,Marne,49.094,3.6730,Saint-Remi,2,Marne,Synopsis.php?id=VERNEU-M,Verneuil-sur-Marne 
,,,,,,,,,,,,,,,,,,,,Loiret,48.238,2.0360,Saint-Germain,4,Gâtinais,Synopsis.php?id=ERCEVILL,Erceville 
,,,,,,,,,,,,,,,,,,,,Oise,49.332,2.2068,Saint-Pierre,4,Beauvaisis,Synopsis.php?id=LONGVILL,Longvillers 
,,,,,,,,,,,,,,,,,,,,Oise,49.274,2.5169,Saint-Honoré,4,Senlisis,Synopsis.php?id=VERNEU-H,Verneuil-en-Halatte 
,,,,,,,,,,,,,,26.0,38.0,,,,,Loiret,47.993,2.4667,Saint-Denis,2,Gâtinais,Synopsis.php?id=OUZOUER,Ouzouer-sous-Bellegarde 
,,,,,,,70.0,65.0,,,,,,10.0,130.0,80.0,60.0,,,Essonne,48.514,2.4458,Notre-Dame-de-l'Assomption,2,Parisis,Synopsis.php?id=CHAMPCUE,Champcueil 
,,,,,,,,,,,,,,,,,,,,Aisne,49.478,3.1352,Saint-Médard,4,Soissonais,Synopsis.php?id=AUDIGNIC,Audignicourt 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.406,1.1326,Saint-Eustache,2,Perche,Synopsis.php?id=THIEULIN,"Thieulin, Le "
,,,,,,,,,,,,,,,,80.0,,,,Essonne,48.714,2.4611,Saint-Eutrope,3,Parisis,Synopsis.php?id=CROSNE,Crosne 
,,,,,,,,,,98.0,,,,78.0,71.0,87.0,,,,Loiret,47.824,1.6950,Saint-Liphard,3,Outliers,Synopsis.php?id=MEUNG-L,Meung-sur-Loire 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.644,2.8631,Notre-Dame-de-l'Assomption,4,Provinois,Synopsis.php?id=BEAUVOIR,Beauvoir 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.782,2.6010,Saint-Denis,4,Parisis,Synopsis.php?id=PONTAULT,Pontault-Combault 
,,,,,,,,,,,,,,,,,,,,Essonne,48.628,2.0985,Notre-Dame-de-l'Assomption,4,Perche,Synopsis.php?id=FORGES-B,Forges-les-Bains 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.653,2.9030,Notre-Dame-de-l'Assomption,4,Brie,Synopsis.php?id=COURTOME,Courtomer 
,,,,,,,,,,,60.0,78.0,,,,,,,,Aisne,49.140,3.2351,Saint-Médard,2,Soissonais,Synopsis.php?id=COINTICO,Cointicourt 
,,,,,,,,,,45.0,38.0,40.0,48.0,,50.0,,,,,Aisne,49.302,3.4045,Saint-Jean-Baptiste,2,Soissonais,Synopsis.php?id=CHACRISE,Chacrise 
,,,,,,,,,,,,,,,,,,,,Essonne,48.692,2.2692,Notre-Dame-de-l'Assomption,4,Parisis,Synopsis.php?id=SAULX-C,Saulx-les-Chartreux 
,,,,,,,,,,,,,,,,,,,,Eure,49.250,1.6986,Notre-Dame-de-Chêne,4,Beauvaisis,Synopsis.php?id=DANGU,Dangu 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.550,2.6995,Saint-Étienne,4,Parisis,Synopsis.php?id=MAINCY,Maincy 
,,,,,,,,,,,,,,109.0,96.0,,60.0,90.0,,Seine-et-Marne,48.482,3.2513,Saint-Étienne,2,Provinois,Synopsis.php?id=CHALMAIS,Chalmaison 
,,,,,,,,,,,,,,,,,,,,Aisne,49.365,3.7012,Saint-Hilaire,4,Soissonais,Synopsis.php?id=REVILLON,Revillon 
,,,,,,,,,,,,,,,,,,,,Marne,48.914,3.6052,Saint-Barthélémy,4,Marne,Synopsis.php?id=CORROBER,Corrobert 
,,,,,,,,,165.0,38.0,,51.0,,,,,,,,Yvelines,49.006,1.9082,Saint-Nicolas,2,Meulanois,Synopsis.php?id=MEULAN,Meulan 
,,,,,,,,,,,,,,,,,,,,Marne,48.840,4.1458,Notre-Dame-de-l'Assomption,4,Châlonais,Synopsis.php?id=VILLESEN,Villeseneux 
,,,,,,,,40.0,,,,,,,,29.0,,,,Eure-et-Loir,48.511,1.5513,Saints-Cyr-et-Julitte,3,Perche,Synopsis.php?id=JOUY,Jouy 
,,,,,,,,,,,,,,,,,,,,Loiret,48.212,2.0223,Saint-Laurent,4,Gâtinais,Synopsis.php?id=OUTARVIL,Outarville 
,80.0,30.0,,,,60.0,,,80.0,50.0,35.0,40.0,33.0,50.0,50.0,,,,,Seine-Maritime,49.483,1.7281,Saint-Hildevert,1,Beauvaisis,Synopsis.php?id=GOURNAY,Gournay-en-Bray 
,,,,,,,,,32.0,,,,23.0,,,,,,,Oise,49.354,1.7691,Saint-Denis,3,Beauvaisis,Synopsis.php?id=SERIFONT,Serifontaine 
,,33.0,15.0,,35.0,,16.0,,,20.0,,,,,25.0,25.0,,,,Oise,49.367,2.5106,Saint-Vaast,2,Therain,Synopsis.php?id=CATENOY,Catenoy 
,,,,,,,,,,,,,,,,,,,,Marne,48.579,4.4036,Saint-Léonard,4,Outliers,Synopsis.php?id=BREBAN,Breban 
,,30.0,,,,,,,,,,,,,,,,,,Oise,49.236,2.8831,Saint-Arnoul,1,Senlisis,Synopsis.php?id=CRPY-V-A,Crepy-en-Valois 
,,,,,,,,,,,,,,,,73.0,,,,Seine-et-Marne,49.069,2.8118,Saint-Germain-d'Auxerre,3,Senlisis,Synopsis.php?id=OISSERY,Oissery 
,,,,,,,,,,,,48.0,97.0,,,,,,,Seine-et-Marne,48.509,3.2286,Saint-Meuge,2,Provinois,Synopsis.php?id=LOURPS,Lourps 
,,,,,,47.0,22.0,,12.0,38.0,,,,,,,,15.0,,Yvelines,48.893,1.8644,Saint-Martin,2,Meulanois,Synopsis.php?id=MREIL-ML,Mareil-sur-Mauldre 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.347,2.6422,Saint-Martin,4,Gâtinais,Synopsis.php?id=RECLOSES,Recloses 
,,,,,,,,,,,,85.0,25.0,15.0,54.0,,,,,Oise,49.269,2.8475,Saint-Marguérite,2,Senlisis,Synopsis.php?id=GLAIGNES,Glaignes 
,,,,,,,,,,,,,,,,,,,,Marne,49.682,4.3790,Saint-André,4,Outliers,Synopsis.php?id=SOMPUIS,Sompuis 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.918,2.6038,Saint-Médard,4,Parisis,Synopsis.php?id=COURTRY,Courtry 
,,,35.0,,18.0,24.0,,,,,,,,10.0,,,68.0,,,Val-d'Oise,49.075,2.0039,Notre-Dame,2,Vexin,Synopsis.php?id=COURC-VI,Courcelles-sur-Viosne 
,,35.0,,,,,,,,,,,,,,,,,,Aisne,49.338,3.5715,Saints-Pierre-et-Paul,3,Soissonais,Synopsis.php?id=COURC-VE,Courcelles-sur-Vesle 
,,,,,,,,,,,,,,,,,,,,Aisne,49.457,3.5587,La Nativité,4,Laonnois,Synopsis.php?id=FILAIN,Filain 
,,,,,,,,,,,,,,,68.0,,,,,Paris,48.855,2.3846,Saint-Germain,2,Parisis,Synopsis.php?id=CHARONNE,Charonne 
,,,,,,,,,,56.0,,,,,66.0,,,,,Val-d'Oise,49.062,1.9312,Saint-Gildard,3,Meulanois,Synopsis.php?id=LONGUESS,Longuesse 
,,,18.0,,45.0,,,,,,,,,,,,,,,Oise,49.306,2.7702,Saint-Médard,2,Senlisis,Synopsis.php?id=SAINTINE,Saintines 
,,,,,,,45.0,24.0,,,,,,,,,,,,Aisne,49.307,3.6846,Saint-Macre,3,Soissonais,Synopsis.php?id=FISMES,Fismes 
,,,,,,,,,,16.0,,,89.0,87.0,48.0,,,,,Val-d'Oise,49.033,2.0617,Saint-Christophe,2,Vexin,Synopsis.php?id=CERGY,Cergy 
,,,,,,,,,,,,,,,,,,,,Oise,49.470,2.8169,Saint-Benigne,4,Noyonnais,Synopsis.php?id=GIRAUMON,Giraumont 
,,,,,,,,,,,,82.0,56.0,30.0,21.0,,,,,Oise,49.114,2.9312,Saint-Pierre,2,Soissonais,Synopsis.php?id=BOUILLAN,Bouillancy-le-Bas 
,,,,,12.0,,24.0,,20.0,50.0,,,,,,,40.0,54.0,,Oise,49.330,2.3986,Saint-Étienne,1,Therain,Synopsis.php?id=CAMBRONN,Cambronne-les-Clermont 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.114,1.4436,Notre-Dame,4,Perche,Synopsis.php?id=CONIE-M,Conie-Molitard 
,,,,,,50.0,40.0,45.0,,,,,,,,,,,,Paris,48.866,2.3547,Saint-Martin-des-Champs,1,Parisis,Synopsis.php?id=PARIS-MC,Paris 
,,,,,,,,,,,,,,,,,,,,Marne,49.422,4.1005,Saint-Pierre,4,Reimois,Synopsis.php?id=POILCOUR,Poilcourt-Sydney 
,,,,,,,,,,,25.0,,,,,,,,,Aisne,49.551,3.4688,Saint-Remi,3,Laonnois,Synopsis.php?id=SUZY,Suzy 
,,,,,,,,,,,,,33.0,,,,,,,Aisne,49.409,3.7019,Saints-Pierre-et-Paul,3,Soissonais,Synopsis.php?id=CUISSY-G,Cuissy-et-Geny 
,,,,,,,,,42.0,,21.0,33.0,59.0,,,36.0,,42.0,,Val-d'Oise,49.053,2.4512,Saint-Aquilin,2,Parisis,Synopsis.php?id=FONTEN-P,Fontenay-en-Parisis 
,,,,,,,,,,,,,,,,,,,,Oise,49.568,1.7683,Notre-Dame-de-l'Assomption,4,Beauvaisis,Synopsis.php?id=FONTEN-T,Fontenay-Torcy 
,,,,,,,,,,,,,,,,,,,,Aisne,49.378,3.5062,Saint-Martin,4,Soissonais,Synopsis.php?id=CHASSEMY,Chassemy 
,,,,,,,,,26.0,,,35.0,,,,,,,,Ardennes,49.426,4.1774,Notre-Dame,3,Reimois,Synopsis.php?id=ROIZY,Roizy 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.195,1.9380,Saint-Denis,4,Gâtinais,Synopsis.php?id=TOURY,Toury 
,,,,,,,,,,,,,,,,,,,,Val-de-Marne,48.847,2.4721,Saint-Germain-d'Auxerre,4,Parisis,Synopsis.php?id=FONTEN-B,Fontenay-sous-Bois 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.395,1.4124,Saint-Séverin,4,Perche,Synopsis.php?id=FONTEN-E,Fontenay-sur-Eure 
,,,,,,,,,,,,,,,,,,,,Aisne,49.322,3.5497,Saint-Remi,4,Soissonais,Synopsis.php?id=LIME,Lime 
,,,,,,,,,,,,,,,,,,,,Aisne,49.326,3.3550,Saint-Martin,4,Soissonais,Synopsis.php?id=ROZIERES,Rozieres-sur-Crise 
,,,,,,,,,,,,17.0,27.0,,,20.0,20.0,,,Loiret,48.035,2.4890,Saint-Benoît,2,Gâtinais,Synopsis.php?id=MEZIER-G,Mezieres-en-Gatinais 
,,,,,30.0,35.0,,,,24.0,25.0,,,,,,,,,Essonne,48.403,2.2630,Saint-Martin,4,Gâtinais,Synopsis.php?id=PUISELET,Puiselet-le-Marais 
,,,,,,,,,,,,,,,,,,,,Aisne,49.474,3.6670,Saint-Martin,4,Laonnois,Synopsis.php?id=CHAMOUIL,Chamouille 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.960,1.7956,Saint-Nicolas,4,Meulanois,Synopsis.php?id=MEZIER-S,Mezieres-sur-Seine 
,,,,,,,,,,,,,54.0,12.0,44.0,,12.0,,,Oise,49.116,3.0611,Saint-Brice,3,Soissonais,Synopsis.php?id=NEUFCHEL,Neufchelles 
,,,,,,,,,,,,,,,,,,,,Aisne,49.339,3.4491,Saints-Crépin-et-Crépinien,4,Soissonais,Synopsis.php?id=SERCHES,Serches 
,,,,,,,47.0,78.0,53.0,,,,,,,,,,,Oise,49.593,2.7732,Saint-Martin,1,Noyonnais,Synopsis.php?id=ROYE-M,Roye-sur-Matz 
,,,,,,,,34.0,,300.0,300.0,300.0,400.0,200.0,350.0,300.0,110.0,40.0,,Paris,48.853,2.3499,Notre-Dame,1,Parisis,Synopsis.php?id=PARIS,Paris 
,,,,,,,,,,14.0,,,,36.0,29.0,,,,,Seine-et-Marne,48.388,2.8471,Saint-Fortune,4,Provinois,Synopsis.php?id=VERNOU-C,Vernou-la-Celle-sur-Seine 
,,,,,,,,,,,,,,,,,,,,Aisne,49.435,3.5164,Saint-Bandry,4,Soissonais,Synopsis.php?id=AIZY-J,Aizy-Jouy 
,,,,,,,,,,,,,21.0,,,10.0,20.0,,,Essonne,48.513,2.2179,Saint-Quentin,3,Parisis,Synopsis.php?id=CHAMARAN,Chamarande 
,,,,,,,,,,,,,,,,,,,,Essonne,48.522,2.2662,Saint-Pierre,4,Parisis,Synopsis.php?id=LARDY,Lardy 
,,,,,,,,33.0,,25.0,15.0,,,,,,,,,Aisne,49.379,3.2365,Saint-Léger,2,Soissonais,Synopsis.php?id=PERNANT,Pernant 
,,,,,,,,,,,,,,,,,,,,Aisne,49.263,3.5032,Saint-Maurice,4,Soissonais,Synopsis.php?id=BRANGES,Branges 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.244,2.6145,Saint-Fiacre,4,Gâtinais,Synopsis.php?id=CHEVRAIN,Chevrainvilliers 
,,,,,,,,,,81.0,66.0,,,,,,,,,Oise,49.385,3.0109,Saint-Martin,2,Soissonais,Synopsis.php?id=CUISE-M,Cuise-la-Motte 
,,,,50.0,,,,,,,,,,,,,100.0,,,Oise,49.212,2.2355,Saint-Germain,3,Therain,Synopsis.php?id=PUISEU-H,Puiseux-le-Hauberger 
,,,,,,,,,82.0,77.0,,,,,,,,,,Aisne,49.564,3.6264,Bishop's Chapel,1,Laonnois,Synopsis.php?id=LAON-EV,Laon 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.775,1.5544,Saint-Aignan-d'Orleans,4,Perche,Synopsis.php?id=GOUSSAIN,Goussainville 
,,,,,,,,,,,,,,,,,,,,Oise,49.554,2.7576,La Nativité,4,Noyonnais,Synopsis.php?id=RICQUEBO,Ricquebourg 
