1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,Department,Latitude,Longitude,Monument,Priority,Region,id,name
,,,,,,,,,,,,,,,24.0,,,,,Essonne,48.473,2.3547,Saint-Hilaire,3,Parisis,Synopsis.php?id=GUIGNV-E,Guigneville-sur-Essonne 
,,,,,,,,,,,,,,,,,,,,Oise,49.289,2.1970,Sainte-Geneviève,4,Therain,Synopsis.php?id=STE-GENV,Sainte-Genevieve 
,20.0,28.0,,,,,,,,,,10.0,32.0,,,,17.0,,,Aisne,49.011,3.5715,La Nativité,2,Marne,Synopsis.php?id=CELLES-C,Celles-les-Conde 
,,,,,,,,,,,,,,,,,,,,Aisne,49.404,3.4821,Saint-Laurent,4,Soissonais,Synopsis.php?id=CELLES-A,Celles-sur-Aisne 
,,,,,,,,,,,,,,,,,,,,Marne,49.019,4.2623,La Nativité,4,Châlonais,Synopsis.php?id=JUVGNY-N,Juvigny 
,,,,,,,,,,,,,,,,,,,,Aisne,49.448,3.3203,Saint-Juvin,4,Soissonais,Synopsis.php?id=JUVGNY-J,Juvigny 
,,,,,,,,,,,,,,,,,,,,Aisne,49.205,3.2114,Saint-Martin,4,Soissonais,Synopsis.php?id=NOROY-O,Noroy-sur-Ourcq 
,,,,,,,,,,,,,,,,,,,,Val-de-Marne,48.792,2.3638,Saints-Cyr-et-Juliette,4,Parisis,Synopsis.php?id=VILLEJUI,Villejuif 
,,,,,,,,,,,,,33.0,59.0,,,,,,Essonne,48.548,2.3975,Notre-Dame,3,Parisis,Synopsis.php?id=FONTEN-V,Fontenay-le-Vicomte 
,,,,,,,,,,,,,,,,,,,,Marne,49.091,4.1051,Saint-Hilaire,4,Châlonais,Synopsis.php?id=TAUXIERE,Tauxieres 
,,,,,,,,,,,,,,,,,,,,Aisne,49.410,3.7167,Saint-Pierre,4,Soissonais,Synopsis.php?id=JUMIGNY,Jumigny 
,,,,,,,,,,,,,,,,,,,,Aisne,49.469,3.7235,Saint-Évence,4,Laonnois,Synopsis.php?id=CHERMIZY,Chermizy-Ailles 
,,,,,,15.0,,,49.0,49.0,,,15.0,,,,,,,Yvelines,48.971,1.9837,Saint-Étienne,2,Meulanois,Synopsis.php?id=VERNOUIL,Vernouillet 
,,,,,,,,,,,,,,,,,,,,Aisne,49.385,3.7727,Saints-Gervais-et-Protais,4,Soissonais,Synopsis.php?id=CUIRY-C,Cuiry-les-Chaudardes 
,,,,,,,,,,,,,,,,,,,,Somme,49.942,2.1424,Saint-Martin,4,Outliers,Synopsis.php?id=PICQUIGN,Picquigny 
,,,,,,,,,,,24.0,,49.0,39.0,29.0,18.0,,,,Aisne,49.329,3.5999,Saint-Nicolas,3,Soissonais,Synopsis.php?id=PAARS,Paars 
,,,,,,,,,,,,,,47.0,24.0,11.0,,,,Seine-et-Marne,48.789,3.1243,Saint-Médard,2,Brie,Synopsis.php?id=CHAIL-BR,Chailly-en-Brie 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.694,3.4365,Saint-Germain-d'Auxerre,4,Brie,Synopsis.php?id=MTCEAU-P,Montceaux-les-Provins 
,,,,,,,,,,,,,,,,,,,,Val-d'Oise,48.999,2.3553,Saint-Brice,4,Parisis,Synopsis.php?id=S-BRICE,Saint-Brice-sous-Foret 
,,,,,,,,,,,,,,,,,,,,Oise,49.180,2.6733,Sainte-Geneviève,4,Senlisis,Synopsis.php?id=BOREST-G,Borest 
,,,,,,,,,46.0,54.0,,16.0,,,35.0,,,,,Val-d'Oise,49.040,1.9414,Saint-Pierre-ès-Liens,3,Meulanois,Synopsis.php?id=CONDECOU,Condecourt 
,,,,,,,,,,6.0,,,,38.0,29.0,,,24.0,,Oise,49.180,2.6733,Saint-Martin,2,Senlisis,Synopsis.php?id=BOREST-M,Borest 
,,,,,,,,32.0,30.0,,,30.0,,,,,45.0,,,Marne,49.300,3.8538,Saint-Pierre,3,Soissonais,Synopsis.php?id=PROUILLY,Prouilly 
,,,,,,50.0,33.0,,,,,,,,,,,,,Marne,48.933,4.1009,La Nativité,3,Châlonais,Synopsis.php?id=ROUFFY,Rouffy 
,,,,,,,,,,124.0,,,,,,,144.0,54.0,,Oise,49.534,2.9744,Notre-Dame,2,Noyonnais,Synopsis.php?id=OURSCAMP,Ourscamp 
,,,,,,,,,14.0,18.0,,,,,86.0,,,,,Val-d'Oise,48.997,2.3791,Saints-Pierre-et-Paul,2,Parisis,Synopsis.php?id=SARCELLE,Sarcelles 
,,25.0,15.0,15.0,20.0,9.0,16.0,,53.0,35.0,,,,,,,,,,Aisne,49.201,3.6370,Saints-Rufin-et-Valère,1,Soissonais,Synopsis.php?id=COULONGE,Coulonges-Cohan 
,,,,35.0,,,,,,,,,,,,,,,,Val-d'Oise,49.165,2.0006,Saint-Georges,3,Vexin,Synopsis.php?id=HEAULME,"Heaulme, Le "
,,,,,,,,,,,,,,,,,,,,Essonne,48.572,2.4142,Saint-Martin,4,Parisis,Synopsis.php?id=ECHARCON,Echarcon 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.816,1.9493,Saint-Pierre,4,Meulanois,Synopsis.php?id=PLAISIR,Plaisir 
,,,,,,,,,,,,,,,,,,,,Loiret,48.205,2.1781,Saint-Hilaire,4,Gâtinais,Synopsis.php?id=GUIGNVIL,Guigneville 
,,,,,,,,,,,,,57.0,,,,,,,Val-d'Oise,49.065,1.7012,La Nativité,2,Meulanois,Synopsis.php?id=VETHEUIL,Vetheuil 
,,,,,,,,,,,,,,,,,,,,Marne,48.975,4.0630,Saint-Thibaut,4,Châlonais,Synopsis.php?id=FLAVIGNY,Flavigny 
,,,,,,,,,,,,,,,,,,,,Essonne,48.558,2.1881,Saint-Yon,4,Parisis,Synopsis.php?id=S-YON,Saint-Yon 
,,,,37.0,20.0,25.0,,,,,,,,,,,,,,Aisne,49.467,3.6310,Saint-Martin,2,Laonnois,Synopsis.php?id=COLLIG-C,Crandelain 
,,,,,,,,,,,,,,,,,,,,Oise,49.358,2.1319,Saint-Sulpice,4,Beauvaisis,Synopsis.php?id=S-SULPCE,Saint-Sulpice 
,,,,,,,,,,,,,,,,,,,,Eure,49.240,1.6559,Saint-Maurice,4,Beauvaisis,Synopsis.php?id=VESLY,Vesly 
,,,,,,,,,,22.0,,,,,24.0,15.0,,,,Aisne,49.188,3.3111,Saint-Quentin,3,Soissonais,Synopsis.php?id=NANTEU-O,Nanteuil-sur-Ourcq (Vichel-Nanteuil) 
,,,,,,,,,35.0,70.0,,,68.0,14.0,,26.0,,,,Marne,49.256,3.7369,Saint-Pierre,2,Soissonais,Synopsis.php?id=CRUGNY,Crugny 
,,,35.0,14.0,,,,,,,,,,,80.0,35.0,,,,Val-d'Oise,49.016,2.0467,La Nativité,1,Vexin,Synopsis.php?id=JOUY-MOU,Jouy-le-Moutier 
,,,,,,,,,,,,,,,,,,,,Marne,48.963,4.6243,Saint-Hippolyte,4,Outliers,Synopsis.php?id=POIX,Poix 
,,,,,,,,,,,,,,,,,,,,Loiret,48.306,2.4082,Chapel,4,Gâtinais,Synopsis.php?id=ROUVILLE,Rouville 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.223,2.8756,La Nativité,4,Yonne,Synopsis.php?id=PREAUX,Preaux 
,,,,,,,26.0,59.0,,,,,45.0,16.0,42.0,22.0,,,,Essonne,48.435,2.3763,Saint-Pierre,2,Gâtinais,Synopsis.php?id=BOUTIG-E,Boutigny-sur-Essonne 
,,,,,,,,,,,,,,,34.0,,,32.0,,Seine-et-Marne,48.794,3.2720,Saints-Pierre-et-Paul,2,Brie,Synopsis.php?id=JOUY-MOR,Jouy-sur-Morin 
,,,,,,,,,,,,,,,,,,,,Aisne,49.518,3.5053,Sainte-Geneviève,4,Laonnois,Synopsis.php?id=MERLIEUX,Merlieux-et-Fouquerolles 
,,,,,,,,,,,,,,,,,,,,Val-de-Marne,48.837,2.4874,Saint-Saturnin,4,Parisis,Synopsis.php?id=NOGENT-M,Nogent-sur-Marne 
,,15.0,44.0,,,,8.0,,,,,,,,,,,113.0,,Oise,49.280,2.4755,Saintes-Maure-et-Brigide,1,Therain,Synopsis.php?id=NOGENT-O,Nogent-sur-Oise 
,,,,,,,,,,,,,,,,80.0,,,,Aisne,48.966,3.3231,Saint-Germain,1,Marne,Synopsis.php?id=NOGENT-A,Nogent-lArtaud 
,,,,,,,,,,,,,,,40.0,,,,,Seine-et-Marne,48.744,3.2702,Saint-Pierre-ès-Liens,3,Brie,Synopsis.php?id=CHARTRON,Chartronges 
,,,,,,,,,,,,,,,,,,,,Oise,49.259,2.5841,Saint-Jacques-le-Majeur,1,Senlisis,Synopsis.php?id=FLEURINE,Fleurines 
,15.0,,,,,,,,,,,,,,,,,30.0,,Aisne,49.403,3.1096,Notre-Dame-de-l'Assomption,2,Soissonais,Synopsis.php?id=VIC-A,Vic-sur-Aisne 
,,,,,,,,,,,,,,,,,,,,Somme,49.917,1.7670,Notre-Dame-de-l'Assomption,4,Outliers,Synopsis.php?id=AUMATRE,Aumatre 
,,,,,,,,,,,,,,,,,,,,Aisne,49.435,3.4523,Saint-Médard,4,Soissonais,Synopsis.php?id=NANTEU-F,Nanteuil-la-Fosse 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.571,1.9404,Saint-Arnoult,4,Perche,Synopsis.php?id=S-ARNL-Y,Saint-Arnoult-sur-Yvelines 
,,,,,,,,,,,,,,,,,,,,Oise,49.631,1.8212,Saint-Arnoult,4,Beauvaisis,Synopsis.php?id=S-ARNL-A,Saint-Arnoult 
,,,,,,,24.0,,,,,,,,,,,,,Oise,49.377,2.1770,Chapel in the Grange,3,Beauvaisis,Synopsis.php?id=S-ARNL-G,Saint-Arnoult 
,,,,,,130.0,128.0,29.0,,,,,,,,,,,,Marne,48.971,4.1672,Saint-Remi,3,Châlonais,Synopsis.php?id=CHMPGNL,Champigneul-Champagne 
,,,,,,,,,,,,,,,,,,,,Yonne,48.081,3.4138,Saint-Martin,4,Yonne,Synopsis.php?id=DIXMONT,Dixmont 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,49.067,3.1256,Saint-Martin,4,Soissonais,Synopsis.php?id=COULOMBS,Coulombs-en-Valois 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.893,1.6813,Saint-Nicolas,4,Meulanois,Synopsis.php?id=SEPTEUIL,Septeuil 
,,,,,,,,,,,,,,,,,,,,Loiret,47.860,2.8208,Saint-Léger,4,Gâtinais,Synopsis.php?id=MONTBOUY,Montbouy 
,,,,,,,,,,,40.0,22.0,2.0,,37.0,41.0,,,,Val-d'Oise,49.088,1.9822,Saint-Martin,2,Vexin,Synopsis.php?id=ABLEIGES,Ableiges 
,,,,,,,,,,,,,,,,,,,,Marne,48.908,4.0399,Saint-Pierre,4,Châlonais,Synopsis.php?id=VOIPREUX,Voipreux 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.788,1.8197,Saint-Denis,4,Meulanois,Synopsis.php?id=MERE,Mere 
,,,,,,,,,,30.0,,,,,,,,,,Oise,49.259,2.6793,Saint-Pierre,3,Senlisis,Synopsis.php?id=BRASS-P,Brasseuse 
,,,,,,,,,,,,,,,,,,,,Essonne,48.448,2.1823,La Trinité,4,Parisis,Synopsis.php?id=MORIGNY,Morigny-Champigny 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.308,1.5027,Saint-Martin-du-Val,4,Perche,Synopsis.php?id=BONCE,Bonce 
,,,,,,,44.0,,55.0,,,26.0,44.0,20.0,16.0,,,,,Oise,49.328,2.3266,Saint-Nicolas,3,Therain,Synopsis.php?id=ANGY,Angy 
,,,,,,,,,,,,,,,,,,,,Marne,48.718,4.9489,Notre-Dame,4,Outliers,Synopsis.php?id=TROIS-F,Trois-Fontaines-lAbbaye 
,,,,,,,,,,,,,,,,,,,,Oise,49.221,2.4521,Saint-Maximin,4,Senlisis,Synopsis.php?id=S-MAXMN,Saint-Maximin 
,,,,,,,,,,,,,,,,,,,,Sarthe,49.274,-0.452,La Nativité,4,Outliers,Synopsis.php?id=FONTAI-H,Fontaine-Henri 
,,,,,,,,,,,,118.0,,,,111.0,,,,Seine-et-Marne,48.410,3.4014,Saint-Martin,2,Provinois,Synopsis.php?id=FONTAI-F,Fontaine-Fourches 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.687,2.0181,Saint-Jean-Baptiste,4,Parisis,Synopsis.php?id=CHOISEL,Choisel 
,,,,,,,,32.0,,,15.0,,,66.0,,,,,,Seine-et-Marne,48.653,2.6982,Notre-Dame-de-l'Assomption,2,Brie,Synopsis.php?id=SOIGNOLL,Soignolles-en-Brie 
,,,,,15.0,,20.0,,,,,,15.0,,,,,,,Oise,49.177,2.9570,Saint-Denis,4,Soissonais,Synopsis.php?id=BARGNY,Bargny 
,,,,,,,,,,,,,,,48.0,,,,,Val-d'Oise,49.096,2.1910,Saint-Quentin,3,Vexin,Synopsis.php?id=VALMONDO,Valmondois 
,,,,,,,,,,,,60.0,60.0,,,,,16.0,,Seine-et-Marne,48.372,2.8180,La Nativité,1,Provinois,Synopsis.php?id=MORET-L,Moret-sur-Loing 
,,,,,,,,,,,,,,,,,,,,Oise,49.369,2.0002,Notre-Dame-de-l'Assomption,4,Beauvaisis,Synopsis.php?id=AUNEUIL,Auneuil 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.555,3.0141,Saint-Martin,4,Provinois,Synopsis.php?id=NANGIS,Nangis 
,,,,,,18.0,12.0,24.0,,48.0,45.0,,24.0,,,,,,,Aisne,49.338,3.5151,Saint-Remy,3,Soissonais,Synopsis.php?id=AUGY,Augy 
,,,,,,,,,,,,,33.0,77.0,27.0,37.0,25.0,,,Seine-et-Marne,48.367,2.5095,Notre-Dame-de-l'Assomption,2,Gâtinais,Synopsis.php?id=NOISY-E,Noisy-sur-Ecole 
,,,,,67.0,22.0,,,19.0,,,23.0,,,38.0,,16.0,,,Seine-St-Denis,48.850,2.5478,Saint-Sulpice,2,Parisis,Synopsis.php?id=NOISY-G,Noisy-le-Grand 
,,,,,,,,,,,,,,,73.0,,,,,Seine-et-Marne,48.693,3.3440,Saint-Brice,3,Brie,Synopsis.php?id=CERNEUX,Cerneux 
,,,,,,,,26.0,41.0,20.0,,,18.0,22.0,,,,,,Essonne,48.731,2.3271,Saint-Denis,2,Parisis,Synopsis.php?id=WISSOUS,Wissous 
,,,,,,,,20.0,,14.0,13.0,25.0,,14.0,,,,,,Aisne,49.182,3.2021,Sainte-Geneviève,3,Soissonais,Synopsis.php?id=MARIZY-G,Marizy-Sainte-Genevieve 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.452,2.7520,Saint-Hilaire,4,Provinois,Synopsis.php?id=SAMOIS-S,Samois-sur-Seine 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.270,1.5447,Saint-Hilaire,4,Perche,Synopsis.php?id=MONTAINV,Montainville 
,,,,,,,,,,,,,,,,20.0,48.0,,,Val-de-Marne,48.785,2.5789,Saint-Nicolas,3,Parisis,Synopsis.php?id=QUEUE-B,"Queue-en-Brie, La "
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.440,1.8122,Saint-Eloi,4,Perche,Synopsis.php?id=AUNAY-A,Aunay-sous-Auneau 
,,,,,,,,,,,,,,,,,,,,Aisne,49.263,3.4033,Notre-Dame-de-l'Assomption,4,Soissonais,Synopsis.php?id=LAUNOY,Launoy 
,,,,,,,,,,,,,,,,68.0,100.0,,,Seine-et-Marne,48.839,3.2558,Saint-Léger,2,Brie,Synopsis.php?id=S-LEGER,Saint-Leger 
,32.0,,,,,,58.0,,,,,,42.0,,,,,,,Eure-et-Loir,48.178,1.3882,Saint-Florentin,3,Perche,Synopsis.php?id=BONNEV-F,Bonneval 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.857,3.3180,Saint-Loup-de-Troyes,4,Brie,Synopsis.php?id=BELLOT,Bellot 
,,,,,,,,,,,,,,,,,,,,Oise,49.210,2.7685,Saint-Martin,4,Senlisis,Synopsis.php?id=FRESNOY,Fresnoy-le-Luat 
,,,,,,,,,,,,,,,,,,,,Val-d'Oise,49.206,1.6793,Saint-Clair,4,Beauvaisis,Synopsis.php?id=S-CLAIR,Saint-Clair-sur-Epte 
,,,,,,,,,,,,,160.0,216.0,197.0,,,,,Eure-et-Loir,48.181,1.3865,Notre-Dame,1,Perche,Synopsis.php?id=BONNEV-N,Bonneval 
,,,,,,,,,,,,,,,,,,,,Aisne,49.428,3.1995,Notre-Dame-de-l'Assomption,4,Soissonais,Synopsis.php?id=NOUVRON,Nouvron-Vingre 
,30.0,,,,,,,,,,,,,,,,,,,Oise,49.446,2.2853,Notre-Dame-de-l'Assomption,3,Beauvaisis,Synopsis.php?id=REMERANG,Remerangles 
,,,,,,,,,,,,,,42.0,13.0,,,,,Val-d'Oise,49.089,2.3678,Saint-Georges,3,Parisis,Synopsis.php?id=BELLOY,Belloy-en-France 
,,,,,,,,,,11.0,,,,,88.0,38.0,,,,Loiret,47.988,2.4439,Notre-Dame,3,Gâtinais,Synopsis.php?id=BELLEGAR,Bellegarde-du-Loiret 
,,,,,,,,,,,,,,,,,,,,Loiret,48.270,2.0299,Saint-Pierre,4,Gâtinais,Synopsis.php?id=ANDONVIL,Andonville 
,,,,,,,,,,,,,,,,,,,,Aisne,49.393,3.2718,Saint-Martin,4,Soissonais,Synopsis.php?id=POMMIERS,Pommiers 
,,,,,,,,,,,50.0,47.0,,,,,,,,Marne,49.313,4.2644,Saint-Martin,3,Reimois,Synopsis.php?id=S-MASMES,Saint-Masmes 
,,,,,,,,,,,,,,,,,,,,Marne,49.158,4.3373,Saint-Memmie,4,Châlonais,Synopsis.php?id=BACONNES,Baconnes 
,,,,,,,,,53.0,42.0,,,23.0,,15.0,,,,,Marne,48.890,4.5426,Saint-Gérault,3,Châlonais,Synopsis.php?id=FRANCHEV,Francheville 
,,,,,,,,,,54.0,,,,,,,,,,Seine-et-Marne,48.960,2.8787,Bishop's Chapel,2,Brie,Synopsis.php?id=MEAUX-EV,Meaux 
,,,,,,,,,,,,,,,,,,,,Loiret,48.001,2.7334,Sainte-Madeleine,4,Gâtinais,Synopsis.php?id=MONTARGI,Montargis 
,,,,,,,,,,,,,26.0,,,,,,,Seine-et-Marne,48.904,3.2300,Saints-Pierre-et-Paul,3,Brie,Synopsis.php?id=ORLY-M,Orly-sur-Morin 
,,,,,,,,,,,,,130.0,93.0,32.0,,,,,Eure,49.014,1.3792,Saint-Aubin,1,Perche,Synopsis.php?id=PACY-E,Pacy-sur-Eure 
,,,,,,24.0,90.0,,,,,60.0,,250.0,,,90.0,,,Seine-et-Marne,48.583,2.8069,Saint-Martin,1,Parisis,Synopsis.php?id=CHAMPEAU,Champeaux 
,,,,,,,,,,,,,,,,,,,,Marne,49.290,4.2381,Saint-Pierre-ès-Liens,4,Reimois,Synopsis.php?id=EPOYE,Epoye 
,,,,,,,,,,,50.0,36.0,24.0,,,,,,,Oise,49.278,2.9444,Saint-Marguérite,3,Senlisis,Synopsis.php?id=PONDRON,Pondron 
,,,,,,,,,,,,,,,,,,,,Essonne,48.416,2.3791,Saints-Gervais-et-Protais,4,Parisis,Synopsis.php?id=COURDIMA,Courdimanche-sur-Essonne 
,,,,,,,,,,,,,,,,,,,,Oise,49.141,3.0880,Ferme-Clos-Reveil,4,Soissonais,Synopsis.php?id=FULAINES,Fulaines 
,,,,,64.0,53.0,,,,,,,,,,,,,,Yvelines,49.002,1.6979,Sainte-Anne,3,Meulanois,Synopsis.php?id=GASSICOU,Gassicourt 
,,,,,,,,,,,,,,,,,,,,Marne,49.236,4.4660,Saint-Sulpice,4,Reimois,Synopsis.php?id=S-SOUPLT,Saint-Souplet-sur-Py 
,,,,,,,,,,,,,,,,,,,,Aisne,49.439,3.5123,Saint-Médard,4,Soissonais,Synopsis.php?id=AIZY,Aizy 
,,,,,,,,,,,,,,,,,,,,Loiret,48.148,2.3680,Saint-Aignan,4,Gâtinais,Synopsis.php?id=GIVRAINE,Givraines 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.270,1.2724,Saint-Avit,4,Perche,Synopsis.php?id=S-AVIT,Saint-Avit-les-Guespieres 
,,,,,,,,,,,,,,,,,,,,Aisne,49.475,3.6414,Saint-Nicolas,4,Laonnois,Synopsis.php?id=COLLIGIS,Colligis-Crandelain 
,,,,,,,,,,,,,30.0,,40.0,70.0,41.0,30.0,,Val-de-Marne,48.794,2.4612,Saint-Christophe,1,Parisis,Synopsis.php?id=CRETEIL,Creteil 
,45.0,,,,,,50.0,,,,,,,,,,,,,Aisne,49.413,3.0782,Saints-Sulpice-et-Aignan,2,Soissonais,Synopsis.php?id=BITRY,Bitry 
,,,,,,,,,,,,,,,,,,,,Marne,49.125,4.4732,Saint-Martin,4,Outliers,Synopsis.php?id=DOMMARTI,Dommartin-sous-Hans 
,,,,,,,,,,,,,,,500.0,700.0,700.0,700.0,,Marne,49.253,4.0336,Notre-Dame,1,Reimois,Synopsis.php?id=REIMS,Reims 
,,,,,,,,,,,,,,30.0,,,30.0,30.0,,Val-de-Marne,48.800,2.4323,Saint-Remi,2,Parisis,Synopsis.php?id=MAISON-A,Maisons-Alfort 
,48.0,50.0,,,,15.0,,,,,,,,,,,,,,Aisne,49.499,3.2871,Saint-Médard,3,Soissonais,Synopsis.php?id=PONT-SM,Pont-Saint-Mard 
,,,,,,,,,,,,,,,,,,,,Yvelines,48.948,2.1452,Saint-Nicolas,4,Parisis,Synopsis.php?id=MAISON-L,Maisons-Lafitte 
,,,,,,,,,,,,50.0,25.0,50.0,,,,,,Ardennes,49.405,4.8790,Saint-Jean-Baptiste,3,Reimois,Synopsis.php?id=BRIQUENA,Briquenay 
,,,,,43.0,,,18.0,12.0,12.0,28.0,,110.0,48.0,30.0,,,,,Aisne,49.306,3.5058,Notre-Dame-de-l'Assomption,1,Soissonais,Synopsis.php?id=LESGES,Lesges 
,,,,,,,,,,,,,,,,,,,,Aisne,49.357,3.7609,Saint-Nicolas,4,Soissonais,Synopsis.php?id=MEURIVAL,Meurival 
,,,,,,,,,,,,,,,,,,,,Aisne,49.466,3.1558,Saint-Christophe,4,Soissonais,Synopsis.php?id=VASSENS,Vassens 
,,,,,,,,,,,,,,,,,,,,Val-d'Oise,49.139,1.7182,Saint-Martin,4,Beauvaisis,Synopsis.php?id=OMERVILL,Omerville 
,,,,,,,,,,,,,,,,,,,,Aisne,49.352,3.4886,Saint-Rupert,4,Soissonais,Synopsis.php?id=VASSENY,Vasseny 
,,,,,,,25.0,,,,,,,,,,,,,Essonne,48.393,2.3062,Saint-Martin,3,Gâtinais,Synopsis.php?id=VALPUISE,Valpuiseaux 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.261,1.7496,Saint-Pierre,4,Perche,Synopsis.php?id=YMONVILL,Ymonville 
,,,,,,,,,,,,,,,,,,,,Essonne,48.678,2.5604,Saint-Sulpice,4,Parisis,Synopsis.php?id=VARENNES,Varennes-Jarcy 
,,,,,,,,,,,,,,,,,,,,Oise,49.491,2.6370,Saint-Martin,4,Noyonnais,Synopsis.php?id=MOYENNEV,Moyenneville 
,,,,,,,,,,,,,,,,22.0,,,,Seine-et-Marne,48.664,2.5692,Saint-Vincent,3,Parisis,Synopsis.php?id=COMBS-V,Combs-la-Ville 
,,,,,,,,,,32.0,,,,,,,,,,Marne,49.066,4.2083,Saint-Martin,3,Châlonais,Synopsis.php?id=ISSE,Isse 
,,,,,,34.0,,,,,,,,,,,,,,Oise,49.367,2.7439,Saint-Martin,3,Noyonnais,Synopsis.php?id=MEUX,"Meux, Le "
,,,,,,,,,,,,,,,,,,,,Marne,48.644,4.5886,Saint-Antoine,4,Outliers,Synopsis.php?id=ARZILLIE,Arzillieres-Neuville 
,,,,,,,,,,,,,,,,,,,,Oise,49.209,2.6995,Saint-Jean-Baptiste,4,Senlisis,Synopsis.php?id=MONTEPIL,Montepilloy 
,,,,,,,,,,,,,,,,,,,,Somme,49.723,2.3426,Saint-Denis,4,Outliers,Synopsis.php?id=CHAUSSOY,Chaussoy-Epagny 
,30.0,,,,,24.0,35.0,25.0,,,,,,,,,,,,Aisne,49.562,3.6270,Saint-Jean-de-Jerusalem,1,Laonnois,Synopsis.php?id=LAON-J,Laon 
,,,,,,,,,,,,,,,,,,,,Loiret,48.181,2.1127,Saint-Pierre-ès-Liens,4,Gâtinais,Synopsis.php?id=GRENEVIL,Greneville-en-Beauce 
,,,,,,,,,,,,,,,,,,,,Marne,49.294,4.1203,Saint-Symphorien,4,Reimois,Synopsis.php?id=WITRY-R,Witry-les-Reims 
,,,,,,,,240.0,200.0,200.0,233.0,235.0,304.0,48.0,,,,,,Aisne,49.562,3.6122,Saint-Martin,1,Laonnois,Synopsis.php?id=LAON-M,Laon 
,,,,,,,,,,,,,,,,,,,,Aisne,49.687,3.6670,Saint-Jean-Baptiste,4,Laonnois,Synopsis.php?id=MORTIERS,Mortiers 
,,,,,,,,,,,,,,,70.0,22.0,51.0,,,Val-d'Oise,49.094,2.0952,Notre-Dame-de-l'Assomption,3,Vexin,Synopsis.php?id=LIVILLIE,Livilliers 
,,,,,,,,,,,,,,,,,,,,Aisne,49.202,3.5378,Saint-Martin,4,Soissonais,Synopsis.php?id=SERINGES,Seringes 
,,,,,,,,,,,,37.0,,,,,,,,Aisne,49.556,3.6166,Saint-Vincent,3,Laonnois,Synopsis.php?id=LAON-V,Laon 
,,,,,,,,,,,,,,,,,,,,Marne,49.338,3.8338,Saint-Remi,4,Soissonais,Synopsis.php?id=BOUVANCO,Bouvancourt 
,,,,,,,,,,,,,,,63.0,34.0,,,,Seine-et-Marne,48.475,3.1280,Saints-Pierre-et-Paul,2,Provinois,Synopsis.php?id=DONTILLY,Dontilly 
,,,,40.0,,,,,18.0,10.0,,20.0,,,,,,,,Aisne,49.187,3.2885,Saints-Crépin-et-Crépinien,4,Soissonais,Synopsis.php?id=VICHEL,Vichel 
,35.0,13.0,,,,,,30.0,,,,,,,,,,,,Val-d'Oise,49.094,1.7892,Notre-Dame,3,Meulanois,Synopsis.php?id=ARTHIES,Arthies 
,,,,,,,,,,,,,,,,,,,,Marne,48.788,3.4976,Notre-Dame-de-l'Assomption,4,Brie,Synopsis.php?id=MONCETZ,Moncetz 
,,,,,,,,,,,,,,,,,,,,Oise,49.409,2.2532,Saints-Gervais-et-Protais,4,Beauvaisis,Synopsis.php?id=BRESLES,Bresles 
,,,,,,,,,,,,,,,,,,,,Marne,48.798,4.6269,Saint-Lumier,4,Outliers,Synopsis.php?id=S-LUMIER,Saint-Lumier-en-Champagne 
,,,,,,,,,,,,48.0,70.0,,,,,,,Aisne,49.482,3.9161,Saint-Remi,3,Reimois,Synopsis.php?id=AMIFONTA,Amifontaine 
,,,,,,,,,,,,,,,,,,,,Loiret,48.175,2.2704,Saint-Aignan,4,Gâtinais,Synopsis.php?id=BONDAROY,Bondaroy 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.278,1.9436,Saint-Denis,4,Perche,Synopsis.php?id=ROUVRA-D,Rouvray-Saint-Denis 
,,,,,,,,,,,,,,,,,,,,Eure-et-Loir,48.257,1.5673,Saints-Pierre-et-Paul,4,Perche,Synopsis.php?id=ROUVRA-F,Rouvray-Saint-Florentin 
,35.0,,,,,,,,,,,,,,,,,,,Oise,49.354,2.5427,Saint-Germain,2,Therain,Synopsis.php?id=SACY-GD,Sacy-le-Grand 
,,,,,,,,,,,,,,,,,,,,Seine-et-Marne,48.365,2.9851,Saint-Georges,4,Yonne,Synopsis.php?id=CANNES-E,Cannes-Ecluse 
