osmid,cause,year,earthquake,war,fire,other_natural,other
130385489,collapse,933,FALSE,FALSE,FALSE,FALSE,TRUE
26183417,fire,1212,FALSE,FALSE,TRUE,FALSE,FALSE
369161987,fire,1087,FALSE,FALSE,TRUE,FALSE,FALSE
145633296,fire,1216,FALSE,FALSE,TRUE,FALSE,FALSE
132407394,fire,1053,FALSE,FALSE,TRUE,FALSE,FALSE
89215766,damaged by war,1436,FALSE,TRUE,FALSE,FALSE,FALSE
55213272,fire,1066,FALSE,FALSE,TRUE,FALSE,FALSE
219963004,fire,1352,FALSE,FALSE,TRUE,FALSE,FALSE
70187992,partly collapsed,1299,FALSE,FALSE,FALSE,FALSE,TRUE
34239929,fire,1232,FALSE,FALSE,TRUE,FALSE,FALSE
45954637,damaged by war,1198,FALSE,TRUE,FALSE,FALSE,FALSE
27703904,fire,1207,FALSE,FALSE,TRUE,FALSE,FALSE
144832880,fire,1062,FALSE,FALSE,TRUE,FALSE,FALSE
26844628,partly damaged by fire,1254,FALSE,FALSE,TRUE,FALSE,FALSE
255378538,fire,1133,FALSE,FALSE,TRUE,FALSE,FALSE
148460207,fire,1424,FALSE,FALSE,TRUE,FALSE,FALSE
26150815,fire,1039,FALSE,FALSE,TRUE,FALSE,FALSE
