osmid,city,osmname,surface,osmwikipedia,osmlink,category,mendicants,lat,lon,,,,,,,,,,,,,,,
449369047,Firenze,Basilica Santa Maria Novella,year,,,other,,,,900,1000,1246,1360,,,,,,,,,,,
449369047,Firenze,Basilica Santa Maria Novella,surface,,,other,,,,0,3000,0,3900,,,,,,,,,,,
449369047,Firenze,Basilica Santa Maria Novella,height,,,other,,,,27,27,30,30,,,,,,,,,,,
449369047,Firenze,Basilica Santa Maria Novella,m3,,,other,,,,,,,,,,,,,,,,,,
449369047,Firenze,Basilica Santa Maria Novella,guestimate,,,other,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
24881563,Firenze,Basilica di Santa Maria del Santo Spirito,3983.864998,it.wikipedia.org/wiki/Basilica_di_Santo_Spirito,http://www.openstreetmap.org/way/24881563,conventual,1,43.76744762,11.24832974,x,x,x,x,x,x,x,x,x,x,x,x,x,,
24881563,Firenze,Basilica di Santa Maria del Santo Spirito,year,,,conventual,1,,,1200,1300,1444,1487,,,,,,,,,,,
24881563,Firenze,Basilica di Santa Maria del Santo Spirito,surface,,,conventual,1,,,0,3100,0,4000,,,,,,,,,,,
24881563,Firenze,Basilica di Santa Maria del Santo Spirito,height,,,conventual,1,,,28,28,31,31,,,,,,,,,,,
24881563,Firenze,Basilica di Santa Maria del Santo Spirito,m3,,,conventual,1,,,,,,,,,,,,,,,,,
24881563,Firenze,Basilica di Santa Maria del Santo Spirito,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
24881798,Firenze,Basilica di Santa Croce,5337.848612,it.wikipedia.org/wiki/Basilica_di_Santa_Croce,http://www.openstreetmap.org/way/24881798,conventual,1,43.76837765,11.26288967,x,x,x,x,x,x,x,x,x,x,x,x,x,,
24881798,Firenze,Basilica di Santa Croce,year,,,conventual,1,,,1295,1385,,,,,,,,,,,,,
24881798,Firenze,Basilica di Santa Croce,surface,,,conventual,1,,,0,5300,,,,,,,,,,,,,
24881798,Firenze,Basilica di Santa Croce,height,,,conventual,1,,,35,35,,,,,,,,,,,,,
24881798,Firenze,Basilica di Santa Croce,m3,,,conventual,1,,,,,,,,,,,,,,,,,
24881798,Firenze,Basilica di Santa Croce,guestimate,,,conventual,1,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
43768260,Firenze,Cattedrale di Santa Maria del Fiore,8439.693309,it.wikipedia.org/wiki/Cattedrale_di_Santa_Maria_del_Fiore,http://www.openstreetmap.org/way/43768260,cathedral,,43.77312816,11.25662729,x,x,x,x,x,x,x,x,x,x,x,x,x,,
43768260,Firenze,Cattedrale di Santa Maria del Fiore,year,,,cathedral,,,,405,450,1296,1310,1349,1436,,,,,,,,,
43768260,Firenze,Cattedrale di Santa Maria del Fiore,surface,,,cathedral,,,,0,1800,0,6400,,2000,,,,,,,,,
43768260,Firenze,Cattedrale di Santa Maria del Fiore,height,,,cathedral,,,,22,22,42,42,42,42,,,,,,,,,
43768260,Firenze,Cattedrale di Santa Maria del Fiore,m3,,,cathedral,,,,,,,,,,,,,,,,,,
43768260,Firenze,Cattedrale di Santa Maria del Fiore,guestimate,,,cathedral,,,,1,1,0,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
405217578,Foggia,Cattedrale di Foggia,1178.235082,it.wikipedia.org/wiki/Cattedrale_di_Foggia,http://www.openstreetmap.org/way/405217578,cathedral,,41.4635073,15.54386126,x,x,x,x,x,x,x,x,x,x,x,x,x,,
405217578,Foggia,Cattedrale di Foggia,year,,,cathedral,,,,1089,1100,1172,1179,1222,1223,,,,,,,,,
405217578,Foggia,Cattedrale di Foggia,surface,,,cathedral,,,,0,900,0,850,,150,,,,,,,,,
405217578,Foggia,Cattedrale di Foggia,height,,,cathedral,,,,16,16,17,17,17,17,,,,,,,,,
405217578,Foggia,Cattedrale di Foggia,m3,,,cathedral,,,,,,,,,,,,,,,,,,
405217578,Foggia,Cattedrale di Foggia,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
72878113,Foligno,Cattedrale di San Feliciano,2237.324418,it.wikipedia.org/wiki/Cattedrale_di_San_Feliciano,http://www.openstreetmap.org/way/72878113,cathedral,,42.95645756,12.70370036,x,x,x,x,x,x,x,x,x,x,x,x,x,,
72878113,Foligno,Cattedrale di San Feliciano,year,,,cathedral,,,,900,1100,1133,1201,,,,,,,,,,,
72878113,Foligno,Cattedrale di San Feliciano,surface,,,cathedral,,,,0,1800,0,2200,,,,,,,,,,,
72878113,Foligno,Cattedrale di San Feliciano,height,,,cathedral,,,,22,22,24,24,,,,,,,,,,,
72878113,Foligno,Cattedrale di San Feliciano,m3,,,cathedral,,,,,,,,,,,,,,,,,,
72878113,Foligno,Cattedrale di San Feliciano,guestimate,,,cathedral,,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
58401571,Fondi,Santa Maria in Piazza,1090.739189,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_in_Piazza_(Fondi),http://www.openstreetmap.org/way/58401571,parish,,41.35925714,13.42694645,x,x,x,x,x,x,x,x,x,x,x,x,x,,
58401571,Fondi,Santa Maria in Piazza,year,,,parish,,,,1000,1100,1491,1508,,,,,,,,,,,
58401571,Fondi,Santa Maria in Piazza,surface,,,parish,,,,0,900,0,1100,,,,,,,,,,,
58401571,Fondi,Santa Maria in Piazza,height,,,parish,,,,17,17,18,18,,,,,,,,,,,
58401571,Fondi,Santa Maria in Piazza,m3,,,parish,,,,,,,,,,,,,,,,,,
58401571,Fondi,Santa Maria in Piazza,guestimate,,,parish,,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2472190,Forli,Duomo - Cattedrale di Santa Croce,2709.853369,it.wikipedia.org/wiki/Cattedrale_di_Santa_Croce,http://www.openstreetmap.org/relation/2472190,cathedral,,44.22371996,12.0382533,x,x,x,x,x,x,x,x,x,x,x,x,x,,
2472190,Forli,Duomo - Cattedrale di Santa Croce,year,,,cathedral,,,,1100,1200,1400,1650,,,,,,,,,,,
2472190,Forli,Duomo - Cattedrale di Santa Croce,surface,,,cathedral,,,,0,1800,0,2200,,,,,,,,,,,
2472190,Forli,Duomo - Cattedrale di Santa Croce,height,,,cathedral,,,,22,22,24,24,,,,,,,,,,,
2472190,Forli,Duomo - Cattedrale di Santa Croce,m3,,,cathedral,,,,,,,,,,,,,,,,,,
2472190,Forli,Duomo - Cattedrale di Santa Croce,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
179179044,Fossano,Cattedrale di Santa Maria e San Giovenale,1484.186656,it.wikipedia.org/wiki/Duomo_di_Fossano,http://www.openstreetmap.org/way/179179044,cathedral,,44.54919291,7.725682848,x,x,x,x,x,x,x,x,x,x,x,x,x,,
179179044,Fossano,Cattedrale di Santa Maria e San Giovenale,year,,,cathedral,,,,1200,1300,,,,,,,,,,,,,
179179044,Fossano,Cattedrale di Santa Maria e San Giovenale,surface,,,cathedral,,,,0,1300,,,,,,,,,,,,,
179179044,Fossano,Cattedrale di Santa Maria e San Giovenale,height,,,cathedral,,,,19,19,,,,,,,,,,,,,
179179044,Fossano,Cattedrale di Santa Maria e San Giovenale,m3,,,cathedral,,,,,,,,,,,,,,,,,,
179179044,Fossano,Cattedrale di Santa Maria e San Giovenale,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
421520985,Francavilla (Francavilla Fontana),Chiesa di Sant'Alfonso,1059.990809,http://www.italiavirtualtour.it/dettaglio.php?id=95156,http://www.openstreetmap.org/way/421520985,conventual,1,40.53315164,17.58213079,x,x,x,x,x,x,x,x,x,x,x,x,x,,
421520985,Francavilla (Francavilla Fontana),Chiesa di Sant'Alfonso,year,,,conventual,1,,,1322,1350,,,,,,,,,,,,,
421520985,Francavilla (Francavilla Fontana),Chiesa di Sant'Alfonso,surface,,,conventual,1,,,0,900,,,,,,,,,,,,,
421520985,Francavilla (Francavilla Fontana),Chiesa di Sant'Alfonso,height,,,conventual,1,,,17,17,,,,,,,,,,,,,
421520985,Francavilla (Francavilla Fontana),Chiesa di Sant'Alfonso,m3,,,conventual,1,,,,,,,,,,,,,,,,,
421520985,Francavilla (Francavilla Fontana),Chiesa di Sant'Alfonso,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
421520980,Francavilla (Francavilla Fontana),Chiesa Matrice,2226.998022,it.wikipedia.org/wiki/Basilica_minore_del_Santissimo_Rosario,http://www.openstreetmap.org/way/421520980,parish,,40.53204717,17.58243311,x,x,x,x,x,x,x,x,x,x,x,x,x,,
421520980,Francavilla (Francavilla Fontana),Chiesa Matrice,year,,,parish,,,,1310,1325,,,,,,,,,,,,,
421520980,Francavilla (Francavilla Fontana),Chiesa Matrice,surface,,,parish,,,,0,1800,,,,,,,,,,,,,
421520980,Francavilla (Francavilla Fontana),Chiesa Matrice,height,,,parish,,,,22,22,,,,,,,,,,,,,
421520980,Francavilla (Francavilla Fontana),Chiesa Matrice,m3,,,parish,,,,,,,,,,,,,,,,,,
421520980,Francavilla (Francavilla Fontana),Chiesa Matrice,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
184144477,Frosinone,Cattedrale di Santa Maria Assunta,1198.964027,it.wikipedia.org/wiki/Cattedrale_di_Santa_Maria_Assunta_(Frosinone),http://www.openstreetmap.org/way/184144477,cathedral,,41.63967986,13.35243705,x,x,x,x,x,x,x,x,x,x,x,x,x,,
184144477,Frosinone,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,700,800,1000,1200,,,,,,,,,,,
184144477,Frosinone,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,900,0,1000,,,,,,,,,,,
184144477,Frosinone,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,16,16,17,17,,,,,,,,,,,
184144477,Frosinone,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
184144477,Frosinone,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
220099304,Gaeta,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta,1309.652274,it.wikipedia.org/wiki/Cattedrale_dei_Santi_Erasmo_e_Marciano_e_di_Santa_Maria_Assunta,http://www.openstreetmap.org/way/220099304,cathedral,,41.20886192,13.58689047,x,x,x,x,x,x,x,x,x,x,x,x,x,,
220099304,Gaeta,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta,year,,,cathedral,,,,700,800,860,950,980,1106,1215,1256,,,,,,,
220099304,Gaeta,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta,surface,,,cathedral,,,,0,800,,200,,100,0,1300,,,,,,,
220099304,Gaeta,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta,height,,,cathedral,,,,18,18,18,18,18,18,19,19,,,,,,,
220099304,Gaeta,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
220099304,Gaeta,Cattedrale dei Santi Erasmo e Marciano e di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
454852270,Gaeta,Tempio di San Francesco,2486.707079,it.wikipedia.org/wiki/Tempio_di_San_Francesco,http://www.openstreetmap.org/way/454852270,conventual,1,41.21091829,13.58088817,x,x,x,x,x,x,x,x,x,x,x,x,x,,
454852270,Gaeta,Tempio di San Francesco,year,,,conventual,1,,,1285,1320,,,,,,,,,,,,,
454852270,Gaeta,Tempio di San Francesco,surface,,,conventual,1,,,0,2500,,,,,,,,,,,,,
454852270,Gaeta,Tempio di San Francesco,height,,,conventual,1,,,25,25,,,,,,,,,,,,,
454852270,Gaeta,Tempio di San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
454852270,Gaeta,Tempio di San Francesco,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
43656735,Genova,Chiesa di San Francesco d'Albaro,1080.596313,it.wikipedia.org/wiki/Chiesa_di_San_Francesco_d'Albaro,http://www.openstreetmap.org/way/43656735,parish,,44.39948747,8.960408486,x,x,x,x,x,x,x,x,x,x,x,x,x,,
43656735,Genova,Chiesa di San Francesco d'Albaro,year,,,parish,,,,1200,1300,1323,1325,1476,1780,,,,,,,,,
43656735,Genova,Chiesa di San Francesco d'Albaro,surface,,,parish,,,,0,800,0,900,0,1100,,,,,,,,,
43656735,Genova,Chiesa di San Francesco d'Albaro,height,,,parish,,,,16,16,17,17,18,18,,,,,,,,,
43656735,Genova,Chiesa di San Francesco d'Albaro,m3,,,parish,,,,,,,,,,,,,,,,,,
43656735,Genova,Chiesa di San Francesco d'Albaro,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
27714961,Genova,Chiesa di San Teodoro,1165.124035,it.wikipedia.org/wiki/Chiesa_di_San_Teodoro_(Genova),http://www.openstreetmap.org/way/27714961,parish,,44.4138695,8.909657117,x,x,x,x,x,x,x,x,x,x,x,x,x,,
27714961,Genova,Chiesa di San Teodoro,year,,,parish,,,,1000,1100,,,,,,,,,,,,,
27714961,Genova,Chiesa di San Teodoro,surface,,,parish,,,,0,1000,,,,,,,,,,,,,
27714961,Genova,Chiesa di San Teodoro,height,,,parish,,,,17,17,,,,,,,,,,,,,
27714961,Genova,Chiesa di San Teodoro,m3,,,parish,,,,,,,,,,,,,,,,,,
27714961,Genova,Chiesa di San Teodoro,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
227715451,Genova,Chiesa di Sant'Agostino,1244.553184,it.wikipedia.org/wiki/Chiesa_di_Sant'Agostino_(Genova),http://www.openstreetmap.org/way/227715451,conventual,1,44.40479342,8.932256952,x,x,x,x,x,x,x,x,x,x,x,x,x,,
227715451,Genova,Chiesa di Sant'Agostino,year,,,conventual,1,,,1260,1300,,,,,,,,,,,,,
227715451,Genova,Chiesa di Sant'Agostino,surface,,,conventual,1,,,0,1200,,,,,,,,,,,,,
227715451,Genova,Chiesa di Sant'Agostino,height,,,conventual,1,,,19,19,,,,,,,,,,,,,
227715451,Genova,Chiesa di Sant'Agostino,m3,,,conventual,1,,,,,,,,,,,,,,,,,
227715451,Genova,Chiesa di Sant'Agostino,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
129405232,Genova,Chiesa di Santa Maria di Castello,1307.114631,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_di_Castello_(Genova),http://www.openstreetmap.org/way/129405232,parish,,44.40557832,8.929224294,x,x,x,x,x,x,x,x,x,x,x,x,x,,
129405232,Genova,Chiesa di Santa Maria di Castello,year,,,parish,,,,660,700,1100,1150,1450,1500,,,,,,,,,
129405232,Genova,Chiesa di Santa Maria di Castello,surface,,,parish,,,,0,1100,0,1000,,300,,,,,,,,,
129405232,Genova,Chiesa di Santa Maria di Castello,height,,,parish,,,,18,18,19,19,19,19,,,,,,,,,
129405232,Genova,Chiesa di Santa Maria di Castello,m3,,,parish,,,,,,,,,,,,,,,,,,
129405232,Genova,Chiesa di Santa Maria di Castello,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
34781124,Genova,Chiesa di Santa Maria della Cella,1440.579115,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_della_Cella,http://www.openstreetmap.org/way/34781124,conventual,1,44.4098396,8.891478843,x,x,x,x,x,x,x,x,x,x,x,x,x,,
34781124,Genova,Chiesa di Santa Maria della Cella,year,,,conventual,1,,,1200,1300,,,,,,,,,,,,,
34781124,Genova,Chiesa di Santa Maria della Cella,surface,,,conventual,1,,,0,1100,,,,,,,,,,,,,
34781124,Genova,Chiesa di Santa Maria della Cella,height,,,conventual,1,,,18,18,,,,,,,,,,,,,
34781124,Genova,Chiesa di Santa Maria della Cella,m3,,,conventual,1,,,,,,,,,,,,,,,,,
34781124,Genova,Chiesa di Santa Maria della Cella,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
107716421,Genova,Chiesa di Nostra Signora del Carmine e Sant'Agnese,1463.634444,it.wikipedia.org/wiki/Chiesa_di_Nostra_Signora_del_Carmine_e_Sant'Agnese,http://www.openstreetmap.org/way/107716421,parish,,44.41511742,8.929156803,x,x,x,x,x,x,x,x,x,x,x,x,x,,
107716421,Genova,Chiesa di Nostra Signora del Carmine e Sant'Agnese,year,,,parish,,,,1192,1250,,,,,,,,,,,,,
107716421,Genova,Chiesa di Nostra Signora del Carmine e Sant'Agnese,surface,,,parish,,,,0,1300,,,,,,,,,,,,,
107716421,Genova,Chiesa di Nostra Signora del Carmine e Sant'Agnese,height,,,parish,,,,19,19,,,,,,,,,,,,,
107716421,Genova,Chiesa di Nostra Signora del Carmine e Sant'Agnese,m3,,,parish,,,,,,,,,,,,,,,,,,
107716421,Genova,Chiesa di Nostra Signora del Carmine e Sant'Agnese,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
43873804,Genova,Chiesa di San Siro,1509.537639,it.wikipedia.org/wiki/Basilica_di_San_Siro_(Genova),http://www.openstreetmap.org/way/43873804,cathedral,,44.41159665,8.930194071,x,x,x,x,x,x,x,x,x,x,x,x,x,,
43873804,Genova,Chiesa di San Siro,year,,,cathedral,,,,300,400,1006,1150,,,,,,,,,,,
43873804,Genova,Chiesa di San Siro,surface,,,cathedral,,,,0,1100,0,1300,,,,,,,,,,,
43873804,Genova,Chiesa di San Siro,height,,,cathedral,,,,18,18,19,19,,,,,,,,,,,
43873804,Genova,Chiesa di San Siro,m3,,,cathedral,,,,,,,,,,,,,,,,,,
43873804,Genova,Chiesa di San Siro,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
143821809,Genova,Basilica Santa Maria delle Vigne,1619.180203,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_delle_Vigne,http://www.openstreetmap.org/way/143821809,parish,,44.40959824,8.931506317,x,x,x,x,x,x,x,x,x,x,x,x,x,,
143821809,Genova,Basilica Santa Maria delle Vigne,year,,,parish,,,,500,600,980,1000,,,,,,,,,,,
143821809,Genova,Basilica Santa Maria delle Vigne,surface,,,parish,,,,0,500,0,1200,,,,,,,,,,,
143821809,Genova,Basilica Santa Maria delle Vigne,height,,,parish,,,,13,13,19,19,,,,,,,,,,,
143821809,Genova,Basilica Santa Maria delle Vigne,m3,,,parish,,,,,,,,,,,,,,,,,,
143821809,Genova,Basilica Santa Maria delle Vigne,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
24443894,Genova,Parrocchia di Santa Maria dei Servi,1648.031411,it.wikipedia.org/wiki/Chiesa_di_Santa_Maria_dei_Servi_(Genova),http://www.openstreetmap.org/way/24443894,parish,,44.39791405,8.946608,x,x,x,x,x,x,x,x,x,x,x,x,x,,
24443894,Genova,Parrocchia di Santa Maria dei Servi,year,,,parish,,,,1327,1350,,,,,,,,,,,,,
24443894,Genova,Parrocchia di Santa Maria dei Servi,surface,,,parish,,,,0,1400,,,,,,,,,,,,,
24443894,Genova,Parrocchia di Santa Maria dei Servi,height,,,parish,,,,20,20,,,,,,,,,,,,,
24443894,Genova,Parrocchia di Santa Maria dei Servi,m3,,,parish,,,,,,,,,,,,,,,,,,
24443894,Genova,Parrocchia di Santa Maria dei Servi,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
23856757,Genova,Chiesa di Nostra Signora Assunta e Santa Zita,2046.687723,it.wikipedia.org/wiki/Chiesa_di_Nostra_Signora_Assunta_e_Santa_Zita,http://www.openstreetmap.org/way/23856757,parish,,44.40313123,8.948736798,x,x,x,x,x,x,x,x,x,x,x,x,x,,
23856757,Genova,Chiesa di Nostra Signora Assunta e Santa Zita,year,,,parish,,,,1200,1250,,,,,,,,,,,,,
23856757,Genova,Chiesa di Nostra Signora Assunta e Santa Zita,surface,,,parish,,,,0,500,,,,,,,,,,,,,
23856757,Genova,Chiesa di Nostra Signora Assunta e Santa Zita,height,,,parish,,,,13,13,,,,,,,,,,,,,
23856757,Genova,Chiesa di Nostra Signora Assunta e Santa Zita,m3,,,parish,,,,,,,,,,,,,,,,,,
23856757,Genova,Chiesa di Nostra Signora Assunta e Santa Zita,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
35415826,Genova,Cattedrale di San Lorenzo,2103.356981,it.wikipedia.org/wiki/Cattedrale_di_San_Lorenzo_(Genova),http://www.openstreetmap.org/way/35415826,cathedral,,44.4076216,8.931460515,x,x,x,x,x,x,x,x,x,x,x,x,x,,
35415826,Genova,Cattedrale di San Lorenzo,year,,,cathedral,,,,500,700,1100,1118,1307,1312,1315,1500,,,,,,,
35415826,Genova,Cattedrale di San Lorenzo,surface,,,cathedral,,,,0,1700,0,1700,,500,,400,,,,,,,
35415826,Genova,Cattedrale di San Lorenzo,height,,,cathedral,,,,22,22,24,24,24,24,24,24,,,,,,,
35415826,Genova,Cattedrale di San Lorenzo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
35415826,Genova,Cattedrale di San Lorenzo,guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
228969772,Genova,Basilica della Santissima Annunziata del Vastato,2694.265369,it.wikipedia.org/wiki/Basilica_della_Santissima_Annunziata_del_Vastato,http://www.openstreetmap.org/way/228969772,conventual,1,44.41433869,8.928277766,x,x,x,x,x,x,x,x,x,x,x,x,x,,
228969772,Genova,Basilica della Santissima Annunziata del Vastato,year,,,conventual,1,,,1200,1300,,,,,,,,,,,,,
228969772,Genova,Basilica della Santissima Annunziata del Vastato,surface,,,conventual,1,,,0,2200,,,,,,,,,,,,,
228969772,Genova,Basilica della Santissima Annunziata del Vastato,height,,,conventual,1,,,24,24,,,,,,,,,,,,,
228969772,Genova,Basilica della Santissima Annunziata del Vastato,m3,,,conventual,1,,,,,,,,,,,,,,,,,
228969772,Genova,Basilica della Santissima Annunziata del Vastato,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
333222284,Gragnano,Cattedrale di Maria Santissima Assunta,2315.485248,it.wikipedia.org/wiki/Concattedrale_di_Maria_Santissima_Assunta,http://www.openstreetmap.org/way/333222284,parish,,40.69477852,14.48088793,x,x,x,x,x,x,x,x,x,x,x,x,x,,
333222284,Gragnano,Cattedrale di Maria Santissima Assunta,year,,,parish,,,,1100,1300,,,,,,,,,,,,,
333222284,Gragnano,Cattedrale di Maria Santissima Assunta,surface,,,parish,,,,0,1900,,,,,,,,,,,,,
333222284,Gragnano,Cattedrale di Maria Santissima Assunta,height,,,parish,,,,23,23,,,,,,,,,,,,,
333222284,Gragnano,Cattedrale di Maria Santissima Assunta,m3,,,parish,,,,,,,,,,,,,,,,,,
333222284,Gragnano,Cattedrale di Maria Santissima Assunta,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
411138839,Gravina (Gravina in Puglia),Cattedrale,1195.528329,https://it.wikipedia.org/wiki/Concattedrale_di_Santa_Maria_Assunta_(Gravina_in_Puglia),http://www.openstreetmap.org/way/411138839,cathedral,,40.81744106,16.41356473,x,x,x,x,x,x,x,x,x,x,x,x,x,,
411138839,Gravina (Gravina in Puglia),Cattedrale,year,,,cathedral,,,,1080,1100,1460,1520,,,,,,,,,,,
411138839,Gravina (Gravina in Puglia),Cattedrale,surface,,,cathedral,,,,0,1000,0,1200,,,,,,,,,,,
411138839,Gravina (Gravina in Puglia),Cattedrale,height,,,cathedral,,,,17,17,19,19,,,,,,,,,,,
411138839,Gravina (Gravina in Puglia),Cattedrale,m3,,,cathedral,,,,,,,,,,,,,,,,,,
411138839,Gravina (Gravina in Puglia),Cattedrale,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
41871460,Iesi,San Settimio,1080.637207,it.wikipedia.org/wiki/Duomo_di_Jesi,http://www.openstreetmap.org/way/41871460,cathedral,,43.52489589,13.24632916,x,x,x,x,x,x,x,x,x,x,x,x,x,,
41871460,Iesi,San Settimio,year,,,cathedral,,,,900,1000,1208,1238,1469,1480,,,,,,,,,
41871460,Iesi,San Settimio,surface,,,cathedral,,,,0,800,0,800,,100,,,,,,,,,
41871460,Iesi,San Settimio,height,,,cathedral,,,,16,16,17,17,17,17,,,,,,,,,
41871460,Iesi,San Settimio,m3,,,cathedral,,,,,,,,,,,,,,,,,,
41871460,Iesi,San Settimio,guestimate,,,cathedral,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
283514807,Iglesias,Cattedrale Santa Chiara,1071.003903,it.wikipedia.org/wiki/Cattedrale_di_Santa_Chiara,http://www.openstreetmap.org/way/283514807,parish,,39.31355115,8.532807056,x,x,x,x,x,x,x,x,x,x,x,x,x,,
283514807,Iglesias,Cattedrale Santa Chiara,year,,,parish,,,,1280,1288,,,,,,,,,,,,,
283514807,Iglesias,Cattedrale Santa Chiara,surface,,,parish,,,,0,900,,,,,,,,,,,,,
283514807,Iglesias,Cattedrale Santa Chiara,height,,,parish,,,,17,17,,,,,,,,,,,,,
283514807,Iglesias,Cattedrale Santa Chiara,m3,,,parish,,,,,,,,,,,,,,,,,,
283514807,Iglesias,Cattedrale Santa Chiara,guestimate,,,parish,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
149902656,Imola,Cattedrale di San Cassiano Martire,2732.575817,it.wikipedia.org/wiki/Cattedrale_di_San_Cassiano,http://www.openstreetmap.org/way/149902656,cathedral,,44.35349623,11.7110915,x,x,x,x,x,x,x,x,x,x,x,x,x,,
149902656,Imola,Cattedrale di San Cassiano Martire,year,,,cathedral,,,,1188,1271,,,,,,,,,,,,,
149902656,Imola,Cattedrale di San Cassiano Martire,surface,,,cathedral,,,,0,2200,,,,,,,,,,,,,
149902656,Imola,Cattedrale di San Cassiano Martire,height,,,cathedral,,,,24,24,,,,,,,,,,,,,
149902656,Imola,Cattedrale di San Cassiano Martire,m3,,,cathedral,,,,,,,,,,,,,,,,,,
149902656,Imola,Cattedrale di San Cassiano Martire,guestimate,,,cathedral,,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
302442175,Isernia,Cattedrale San Pietro Apostolo,1069.054671,it.wikipedia.org/wiki/Cattedrale_di_San_Pietro_Apostolo_(Isernia),http://www.openstreetmap.org/way/302442175,cathedral,,41.58992632,14.22669063,x,x,x,x,x,x,x,x,x,x,x,x,x,,
302442175,Isernia,Cattedrale San Pietro Apostolo,year,,,cathedral,,,,700,900,1300,1310,1349,1400,1460,1700,,,,,,,
302442175,Isernia,Cattedrale San Pietro Apostolo,surface,,,cathedral,,,,0,600,,100,0,800,0,900,,,,,,,
302442175,Isernia,Cattedrale San Pietro Apostolo,height,,,cathedral,,,,15,15,15,15,16,16,17,17,,,,,,,
